Identifiant espace vert,Nom de l'espace vert,Typologie d'espace vert,Cat?gorie,Adresse - type voie,Adresse - Libell? voie,Code postal,Surface calcul?e,Superficie totale r?elle,Surface horticole,Pr?sence cloture,P?rim?tre,Nombre d'entit?s,Ouverture 24h_24h
10243,JARDINIERE DE LA PLACE DE L'EMIR ABDELKADER,D?corations sur la voie publique,Jardiniere,PLACE DE L',EMIR ABDELKADER,75005,102,95,95,Non,50.33437442,1,
827,SQUARE RESTIF DE LA BRETONNE,Promenades ouvertes,Square,RUE DE LA,BUCHERIE,75005,53,43,43,Oui,37.71544345,1,Non
10262,JARDINIERE ANGLE DES RUES SAINT-JULIEN LE PAUVRE - GALANDE,D?corations sur la voie publique,Jardiniere,RUE,GALANDE,75005,5,43,43,Non,20.58216242,1,
37,SQUARE THEODORE MONOD,Promenades ouvertes,Square,RUE DU,FER A MOULIN,75005,1492,1750,658,Oui,153.0217199,1,Non
11399,JARDINIERE VERTICALE DU 11 RUE JEAN DE BEAUVAIS,Murs v?g?talis?s,Murs vegetalises,RUE,JEAN DE BEAUVAIS,75005,4,,,Non,17.97744937,1,
11687,JARDINIERE DE LA RUE BOUTEBRIE,D?corations sur la voie publique,Jardiniere,RUE,BOUTEBRIE,75005,32,20,20,Non,35.16955765,1,
11777,JARDINIERES DE LA RUE EDOUARD QUENU,D?corations sur la voie publique,Jardiniere,RUE,EDOUARD QUENU,75005,26,14,14,Non,32.23874802,2,
11931,JARDINIERES DE LA RUE DU SOMMERARD,D?corations sur la voie publique,Jardiniere,RUE DU,SOMMERARD,75005,79,41,41,Non,,2,
38,SQUARE PAUL PAINLEVE,Promenades ouvertes,Square,PLACE,PAUL PAINLEVE,75005,1065,1000,268,Oui,127.7415102,1,Non
49,JARDINET ORONCE FINE,Jardinets d?coratifs,Jardinet,RUE,LHOMOND,75005,179,166,166,Oui,58.64131708,1,Non
10255,DECORATION DE LA RUE PIERRE BROSSOLETTE,D?corations sur la voie publique,Decoration,RUE,PIERRE BROSSOLETTE,75005,70,113,113,Non,59.90766132,2,
10232,JARDINIERES DE LA RUE DE BAZEILLES,D?corations sur la voie publique,Jardiniere,RUE DE,BAZEILLES,75005,14,14,14,Non,21.72880623,2,
11831,JARDIN PARTAGE DU SQUARE THEODORE MONOD,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DU,FER A MOULIN,75005,40,194,194,Oui,,1,Non
41,SQUARE ROBERT MONTAGNE,Promenades ouvertes,Square,RUE,LARREY,75005,601,581,252,Oui,121.9179511,1,Non
53,PLATES BANDES DE L'EGLISE SAINT-NICOLAS DU CHARDONNET,Jardinets d?coratifs,Plate-bande,RUE,SAINT-VICTOR,75005,156,95,95,Oui,88.73975164,2,Non
11124,JARDINIERE VERTICALE DU 6 RUE DU FOUARRE,Murs v?g?talis?s,Murs vegetalises,RUE DU,FOUARRE,75005,8,,,Non,30.96846687,1,
11785,JARDINIERE DE LA PLACE GEORGES MOUSTAKI,D?corations sur la voie publique,Jardiniere,RUE,MOUFFETARD,75005,22,36,36,Non,21.99419139,1,
35,SQUARE SAINT-MEDARD,Promenades ouvertes,Square,RUE,CENSIER,75005,1247,1303,888,Oui,223.1689946,1,Non
39,SQUARE ANDRE LEFEVRE,Promenades ouvertes,Square,RUE DE LA,PARCHEMINERIE,75005,775,758,233,Oui,214.8853634,1,Non
10238,JARDINIERE DE LA PLACE MAURICE AUDOUIN,D?corations sur la voie publique,Jardiniere,RUE DES,ECOLES,75005,90,60,60,Non,52.15777005,1,
10263,DECORATION DU BOULEVARD SAINT-MARCEL (5EME),D?corations sur la voie publique,Decoration,BOULEVARD,SAINT-MARCEL,75005,1259,1209,1209,Non,1198.734201,50,
11798,JARDINIERE VERTICALE DU 14 RUE ORTOLAN,Murs v?g?talis?s,Murs vegetalises,RUE,ORTOLAN,75005,10,,,Non,,1,
828,PLATE BANDE DE LA RUE DES BERNARDINS,Jardinets d?coratifs,Plate-bande,RUE DES,BERNARDINS,75005,85,118,70,Oui,50.81897452,1,Non
10254,JARDINIERES DE LA PLACE BERNARD HALPERN,D?corations sur la voie publique,Jardiniere,PLACE,BERNARD HALPERN,75005,174,142,142,Non,71.77379937,2,
10256,DECORATION DE LA RUE PIERRE NICOLE,D?corations sur la voie publique,Decoration,RUE,PIERRE NICOLE,75005,19,13,13,Non,15.8396319,1,
10754,JARDINIERE ANGLE DES RUES MONGE - SAINT-VICTOR,D?corations sur la voie publique,Jardiniere,RUE,MONGE,75005,96,80,80,Non,45.60982222,1,
10259,DECORATION DE LA RUE DE PONTOISE,D?corations sur la voie publique,Decoration,RUE DE,PONTOISE,75005,11,11,11,Non,58.200417,10,
10261,JARDINIERES DE LA RUE ROLLIN,D?corations sur la voie publique,Jardiniere,PLACE,BENJAMIN FONDANE,75005,7,8,8,Non,19.21232458,2,
50,JARDINET DE LA MAIRIE DU VEME,Jardinets d?coratifs,Jardinet,PLACE DU,PANTHEON,75005,60,120,101,Oui,82.86630337,1,Non
58,SQUARE FELIX DESRUELLES,Promenades ouvertes,Square,BOULEVARD,SAINT GERMAIN,75006,1416,1515,685,Oui,230.0789802,1,Non
69,SQUARE FRANCIS POULENC,Jardinets d?coratifs,Square,RUE DE,CONDE,75006,184,184,184,Oui,67.49774759,1,Non
10270,DECORATION DE LA RUE DE VAUGIRARD,D?corations sur la voie publique,Decoration,RUE DE,VAUGIRARD,75006,44,34,34,Non,46.7905806,3,
11779,JARDINIERES DU BOULEVARD RASPAIL,D?corations sur la voie publique,Jardiniere,BOULEVARD,RASPAIL,75006,325,300,300,Non,104.4201011,6,
63,SQUARE GABRIEL PIERNE,Promenades ouvertes,Square,RUE DE,SEINE,75006,649,644,124,Oui,105.2015076,1,Non
10271,DECORATION DE LA PLACE ALPHONSE DEVILLE,D?corations sur la voie publique,Decoration,PLACE,ALPHONSE DEVILLE,75006,170,140,140,Non,102.1590538,2,
830,DECORATION DE LA FONTAINE DE LA PLACE EDMOND ROSTAND,D?corations sur la voie publique,Decoration,PLACE,EDMONT ROSTANT,75006,306,290,110,Non,62.11049576,1,
60,SQUARE OZANAM,Promenades ouvertes,Square,RUE,STANISLAS,75006,1676,1640,895,Oui,228.1216254,1,Non
68,PLATES BANDES DE L'EGLISE NOTRE DAME DES CHAMPS,Jardinets d?coratifs,Plate-bande,RUE DU,MONTPARNASSE,75006,568,376,296,Oui,187.2122224,1,Non
62,SQUARE TARAS CHEVTCHENKO,Promenades ouvertes,Square,RUE DES,SAINTS PERES,75006,526,436,196,Oui,131.7181218,1,Non
10272,JARDINIERE DE LA RUE FRANCISQUE GAY,D?corations sur la voie publique,Jardiniere,RUE,FRANCISQUE GAY,75006,30,32,32,Non,22.09408201,1,
10267,PLATE-BANDE DU BOULEVARD RASPAIL(6),D?corations sur la voie publique,Plate-bande,BOULEVARD,RASPAIL,75006,299,295,295,Non,304.4295355,17,
11125,JARDINIERE VERTICALE DU 41 RUE SAINT ANDRE DES ARTS,Murs v?g?talis?s,Jardiniere,RUE,SAINT ANDRE DES ARTS,75006,0,,,Non,8.60013366,1,
64,JARDIN DE LA PLACE PIERRE LAFUE,Promenades ouvertes,Jardin,PLACE,PIERRE LAFUE,75006,431,380,250,Oui,80.82948485,1,Oui
66,JARDINET DE LA MAIRIE DU VIEME,Jardinets d?coratifs,Jardinet,RUE,BONAPARTE,75006,31,23,23,Oui,21.30745068,1,Non
10268,DECORATION DU MONUMENT VULPIAN,D?corations sur la voie publique,Decoration,RUE,ANTOINE DUBOIS,75006,13,11,11,Non,15.57998213,1,
59,SQUARE LAURENT PRACHE,Promenades ouvertes,Square,PLACE,SAINT GERMAIN DES PRES,75006,606,590,397,Oui,109.6493543,1,Non
67,JARDINET DE LA SACRISTIE DE L'EGLISE SAINT GERMAIN DES PRES,Jardinets d?coratifs,Jardinet,RUE DE L,ABBAYE,75006,126,121,44,Oui,72.93620464,1,Non
10269,PLATE-BANDE DE L'IMPASSE DE CONTI,D?corations sur la voie publique,Plate-bande,IMPASSE DE,CONTI,75006,17,23,23,Non,64.5478338,1,
70,SQUARE HONORE CHAMPION,Jardinets d?coratifs,Square,RUE DE,SEINE,75006,350,379,378,Oui,86.01920443,1,Non
71,JARDINET AUGUSTE SCHEURER-KESTNER,Jardinets d?coratifs,Jardinet,RUE,JACOB,75006,161,165,45,Oui,57.109934,1,Non
11888,JARDINIERE VERTICALE DU 40 RUE MADAME,Murs v?g?talis?s,Murs vegetalises,RUE,MADAME,75006,39,,,Non,,0,
57,ESPLANADE GASTON MONNERVILLE,Promenades ouvertes,Esplanade,PLACE,ANDRE HONNORAT,75006,11126,11154,3450,Oui,472.9239004,1,Non
11776,SQUARE ARMAND DAVID,Promenades ouvertes,Square,RUE DU,CHERCHE MIDI,75006,903,903,,Oui,128.8162266,1,Non
65,JARDIN VISCONTI-ALICE SAUNIER SEITE,Promenades ouvertes,Jardin,RUE,VISCONTI,75006,90,80,34,Oui,38.77219796,1,Non
56,JARDIN DES GRANDS EXPLORATEURS - MARCO POLO ET CAVELIER DE LA SALLE,Promenades ouvertes,Jardin,AVENUE DE L,OBSERVATOIRE,75006,10710,10903,2886,Oui,449.0911223,1,Non
61,PROMENADE DE L'ALLEE DU SEMINAIRE - JEAN-JACQUES OLIER,Promenades ouvertes,Promenade,RUE DE,VAUGIRARD,75006,946,990,354,Non,159.2688003,1,Oui
10975,JARDINET DU BOULEVARD SAINT-GERMAIN,Jardinets d?coratifs,Jardinet,PLACE,SAINT GERMAIN DES PRES,75006,58,106,106,Oui,40.10832264,1,Non
11750,JARDINIERE VERTICALE DU 2 RUE LITTRE,Murs v?g?talis?s,Jardiniere,RUE,LITTRE,75006,2,,,Non,15.49530347,7,
76,SQUARE BOUCICAUT,Promenades ouvertes,Square,RUE DE,BABYLONE,75007,6765,7202,4251,Oui,358.3024,1,Non
73,SQUARE SAMUEL ROUSSEAU,Promenades ouvertes,Square,RUE,LAS CASES,75007,1810,2047,1713,Oui,159.9550661,1,Non
86,JARDIN DE L'EGLISE SAINT-JEAN-DENYS-BUHLER,Promenades ouvertes,Jardin,RUE DE,GRENELLE,75007,1727,1209,445,Oui,326.3812577,1,Non
10280,JARDINIERE DE LA RUE DU BAC,D?corations sur la voie publique,Jardiniere,RUE,MONTALEMBERT,75007,146,92,92,Non,67.10892804,1,
83,ESPLANADE DES INVALIDES,Promenades ouvertes,Esplanade,RUE,FABERT,75007,71999,32800,32720,Non,3051.591867,1,Oui
831,JARDINET DE LA PLACE SALVADOR ALLENDE,Jardinets d?coratifs,Jardinet,PLACE,SALVADOR ALLENDE,75007,596,530,443,Oui,107.9557602,1,Non
10087,JARDINET DE L'EGLISE SAINTE CLOTHILDE,Jardins privatifs,Jardinet,RUE,LAS CASES,75007,426,552,552,Oui,175.330877,2,Non
10282,DECORATION DE L'AVENUE LOWENDAL,D?corations sur la voie publique,Decoration,AVENUE DE,LOWENDAL,75007,337,338,338,Non,279.955394,8,
79,SQUARE DES MISSIONS ETRANGERES,Promenades ouvertes,Square,RUE DU,BAC,75007,3961,3928,1645,Oui,313.6177913,1,Non
11758,JARDIN DU POTAGER (ANCIEN HOPITAL LAENNEC),Promenades ouvertes,Jardin,RUE DE,BABYLONE,75007,3563,3500,,Oui,261.0367618,1,Non
93,JARDINET DE LA PLACE DE FONTENOY,Jardinets d?coratifs,Jardinet,PLACE DE,FONTENOY,75007,1977,2700,2700,Non,247.634272,2,
10277,JARDINIERE DU MONUMENT FRANCOIS COPPEE,D?corations sur la voie publique,Jardiniere,RUE D',ESTREES,75007,86,172,172,Non,68.87792838,2,
11889,JARDINIERE VERTICALE DU 11 RUE MAURICE DE LA SIZERANNE,Murs v?g?talis?s,Murs vegetalises,RUE,MAURICE DE LA SIZERANNE,75007,30,,,Non,,1,
88,PROMENADE D'AUSTRALIE 7E,Promenades ouvertes,Promenade,QUAI,BRANLY,75007,10801,20756,7217,Non,1969.136316,1,Oui
10276,PLATE-BANDE DU BOULEVARD RASPAIL(7),D?corations sur la voie publique,Plate-bande,BOULEVARD,RASPAIL,75007,157,157,157,Non,161.1297836,9,
77,PROMENADE DE L'AVENUE DE BRETEUIL,Promenades ouvertes,Promenade,ESPLANADE DU,SOUVENIR FRANCAIS,75007,10851,11964,10585,Non,1392.258696,1,Oui
833,PLATE-BANDE DU TPC DU QUAI BRANLY,D?corations sur la voie publique,Plate-bande,QUAI,BRANLY,75007,640,651,,Non,672.4489929,2,
10279,JARDINIERE DU PONT DE L'ALMA,D?corations sur la voie publique,Jardiniere,PORT DU,GROS CAILLOU,75007,48,50,50,Non,60.06150659,4,
75,SQUARE SANTIAGO DU CHILI,Promenades ouvertes,Square,PLACE,SALVADOR ALLENDE,75007,3558,3826,1875,Oui,299.5527063,1,Non
82,JARDIN CATHERINE LABOURE,Promenades ouvertes,Jardin,RUE DE,BABYLONE,75007,6917,7404,4644,Oui,355.3144588,1,Non
11756,JARDIN DE L'ABONDANCE,Promenades ouvertes,Jardin,AVENUE DE,TOURVILLE,75007,4449,5200,5200,Oui,291.5400598,1,Non
92,JARDINET DE l'EGLISE SAINT FRANCOIS XAVIER,Jardinets d?coratifs,Jardinet,BOULEVARD DES,INVALIDES,75007,466,484,484,Oui,564.8897027,1,Non
91,PELOUSES DE LA PLACE VAUBAN,Jardinets d?coratifs,Pelouse,PLACE,VAUBAN,75007,1109,1213,1213,Non,227.3812573,3,
80,ESPLANADE HABIB BOURGUIBA,Promenades ouvertes,Esplanade,ESPLANADE,HABIB BOURGUIBA,75007,9729,9640,5123,Non,1136.331095,1,Oui
89,JARDINET DE LA MAIRIE DU VIIEME,Jardinets d?coratifs,Jardinet,RUE DE,GRENELLE,75007,3898,3830,3254,Oui,253.4867498,1,Non
72,JARDIN DU CHAMP DE MARS ET PELOUSES DE L'ECOLE MILITAIRE,Promenades ouvertes,Jardin,AVENUE,ANATOLE FRANCE,75007,196778,245405,3841,Non,5538.224848,1,Oui
832,PLATE BANDE DE LA RUE COGNACQ-JAY,D?corations sur la voie publique,Plate-bande,RUE,COGNACQ-JAY,75007,865,852,852,Non,811.8762976,32,
10283,JARDINIERES DE LA RUE DE CHAMPAGNY,D?corations sur la voie publique,Jardiniere,RUE DE,CHAMPAGNY,75007,274,250,250,Non,146.9632788,4,
10287,JARDINIERE DU SQUARE DE ROBIAC,D?corations sur la voie publique,Jardiniere,SQUARE DE,ROBIAC,75007,22,16,16,Non,22.89264775,1,
10274,JARDINIERES DE LA RUE DE L'UNIVERSITE,D?corations sur la voie publique,Jardiniere,RUE DE L',UNIVERSITE,75007,17,18,18,Non,17.05428624,1,
10281,JARDINIERE DE LA RUE RECAMIER,D?corations sur la voie publique,Jardiniere,RUE,RECAMIER,75007,106,100,100,Non,116.5873813,6,
78,SQUARE ROGER STEPHANE,Promenades ouvertes,Square,RUE,RECAMIER,75007,1508,1438,587,Oui,198.2011704,1,Non
10278,JARDINIERE DE LA VOIE SUR BERGE RIVE GAUCHE,D?corations sur la voie publique,Jardiniere,QUAI,BRANLY,75007,4280,3200,3200,Non,2978.536272,19,
84,JARDIN DE L'INTENDANT,Promenades ouvertes,Jardin,AVENUE DE,TOURVILLE,75007,22496,15163,7406,Oui,869.4707215,1,Non
81,SQUARE PIERRE DE GAULLE,Promenades ouvertes,Square,PLACE DU,PRESIDENT MITHOUARD,75007,1495,1454,730,Oui,227.8313272,1,Non
10286,DECORATION DE LA TOUR EIFFEL,D?corations sur la voie publique,Decoration,AVENUE,PIERRE LOTI,75007,1225,147,147,Non,714.6762791,8,
74,SQUARE D'AJACCIO,Promenades ouvertes,Square,RUE DE,GRENELLE,75007,3965,4472,2561,Oui,283.8246319,1,Non
87,SQUARE DE L'ABBE ESQUERRE,Promenades ouvertes,Square,PLACE DU,PRESIDENT MITHOUARD,75007,1520,1486,675,Oui,230.649654,1,Non
11311,ARCHIPEL DES BERGES DE LA SEINE - NIKI DE SAINT-PHALLE,Promenades ouvertes,Archipel,PORT DU,GROS CAILLOU,75007,1778,1840,,Oui,462.6241721,1,Non
90,JARDINET DE LA PLACE JACQUES BAINVILLE,Jardinets d?coratifs,Jardinet,PLACE,JACQUES BAINVILLE,75007,430,300,300,Oui,133.8765538,1,Non
11833,JARDIN PARTAGE DU SQUARE DES MISSIONS ETRANGERES,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DU,BAC,75007,101,77,77,Oui,,1,Non
10290,JARDINIERE SAINT-PHILIPPE DU ROULE,D?corations sur la voie publique,Jardiniere,RUE DE,COURCELLES,75008,92,100,70,Non,77.36365254,1,
96,SQUARE LOUIS XVI,Promenades ouvertes,Square,RUE,PASQUIER,75008,4766,4184,1790,Oui,493.1483782,1,Non
105,JARDINET DE LA PLACE DE LA REINE ASTRID,Jardinets d?coratifs,Jardinet,PLACE DE LA,REINE ASTRID,75008,282,261,261,Oui,67.76820524,1,Non
101,JARDINS DES CHAMPS ELYSEES,Promenades ouvertes,Jardin,AVENUE DES,CHAMPS ELYSEES,75008,101024,131020,59989,Non,6016.544428,1,Oui
99,PROMENADE DU COURS ALBERT 1ER,Promenades ouvertes,Promenade,COURS,ALBERT 1ER,75008,4092,4949,4578,Non,1069.001478,1,Oui
95,PARC MONCEAU,Promenades ouvertes,Parc,PLACE DE LA,REPUBLIQUE DOMINICAINE,75008,82667,83300,54018,Oui,1255.189902,1,Non
100,PROMENADE DU COURS LA REINE,Promenades ouvertes,Promenade,COURS LA,REINE,75008,4708,6801,5579,Non,973.2101216,1,Oui
11971,JARDIN TERESKA TORRES-LEVIN,Promenades ouvertes,Jardin,RUE,LAURE DIEBOLD,75008,2215,1735,,Oui,,1,Non
834,JARDINET AUX ABORDS DU PASSAGE SOUTERRAIN ALMA,Jardinets d?coratifs,Jardinet,PLACE DE L',ALMA,75008,2900,3410,3410,Oui,498.0835411,1,Non
10289,JARDINETS DU ROND-POINT DES CHAMPS ELYSEES,Jardinets d?coratifs,Jardinet,ROND-POINT DES,CHAMPS ELYSEES - MARCEL DASSAULT,75008,3119,3000,3000,Non,540.4395144,6,
103,JARDIN DES ABORDS DU PETIT PALAIS,Promenades ouvertes,Jardin,COURS LA,REINE,75008,6489,1280,6599,Non,446.5206938,1,Oui
11126,JARDINIERE VERTICALE DU 11 RUE DE COURCELLES,Murs v?g?talis?s,Murs vegetalises,RUE DE,COURCELLES,75008,4,,,Non,36.36344825,2,
102,JARDIN DE LA FONDATION NATIONALE DES ARTS GRAPHIQUES ET PLASTIQUES SALOMON DE ROTHSCHILD,Promenades ouvertes,Jardin,RUE,BALZAC,75008,5003,3844,3074,Oui,411.2053847,1,Non
10288,DECORATION DE LA PLACE FRANCOIS 1ER,D?corations sur la voie publique,Decoration,PLACE,FRANCOIS IER,75008,105,77,77,Non,58.51998105,1,
106,JARDINET DU CHEVET SAINT PHILIPPE DU ROULE,Jardinets d?coratifs,Jardinet,AVENUE,MYRON HERRICK,75008,369,423,423,Oui,101.7227933,1,Non
98,JARDIN DE LA MAIRIE DU VIIIEME,Promenades ouvertes,Jardin,RUE DU,GENERAL FOY,75008,587,563,563,Oui,106.3539886,1,Non
11693,JARDINIERE VERTICALE DU 28 RUE DU GENERAL FOY,Murs v?g?talis?s,Murs vegetalises,RUE DU,GENERAL FOY,75008,1,,,Non,8.53444636,3,
11106,JARDINIERE DE LA PLACE DE L'EUROPE,D?corations sur la voie publique,Jardiniere,PLACE DE L',EUROPE,75008,96,96,96,Non,34.79683306,1,
11892,JARDINIERE VERTICALE DU 7 ALLEE LOUIS DE FUNES,Murs v?g?talis?s,Murs vegetalises,ALLEE,LOUIS DE FUNES,75008,13,,,Non,,0,
104,SQUARE JEAN PERRIN,Promenades ouvertes,Square,AVENUE,FRANKLIN D ROOSEVELT,75008,3458,6500,2500,Non,257.602855,1,Oui
97,SQUARE MARCEL PAGNOL,Promenades ouvertes,Square,RUE DE,LABORDE,75008,3532,3764,1791,Oui,328.4098084,1,Non
109,SQUARE MONTHOLON,Promenades ouvertes,Square,RUE,LA FAYETTE,75009,4299,4350,1842,Oui,274.9664333,1,Non
113,JARDIN DE LA MAIRIE DU IXEME,Promenades ouvertes,Jardin,RUE,DROUOT,75009,497,482,100,Oui,120.1161092,1,Non
10733,JARDIN CROMOT-DU BOURG,Promenades ouvertes,Jardin,RUE,CADET,75009,423,789,,Oui,98.27508362,1,Non
11805,JARDINIERE DU PARVIS DE L'EGLISE NOTRE-DAME DE LORETTE,D?corations sur la voie publique,Jardiniere,RUE DE,CHATEAUDUN,75009,20,20,20,Non,,2,
11253,JARDINIERES DE LA MAIRIE DU IXEME,D?corations sur la voie publique,Jardiniere,RUE,DROUOT,75009,39,16,16,Non,67.27013709,2,
11691,JARDINIERE DE LA RUE DE MONTYON,D?corations sur la voie publique,Jardiniere,RUE DE,MONTYON,75009,60,60,60,Non,144.1188829,7,
11694,JARDINIERE VERTICALE DU 31 RUE DE PROVENCE,Murs v?g?talis?s,Murs vegetalises,RUE DE,PROVENCE,75009,1,,,Non,6.22538172,2,
11696,JARDINIERE VERTICALE DU 35 RUE DE ROCHECHOUART,Murs v?g?talis?s,Murs vegetalises,RUE DE,ROCHECHOUART,75009,0,,,Non,4.97368549,2,
11834,JARDIN PARTAGE DU TEP VALEYRE,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DE,ROCHECHOUART,75009,183,180,180,Oui,,1,Non
11987,JARDINIERE VERTICALE  DU 69 RUE JEAN BAPTISTE PIGALLE,Murs v?g?talis?s,Murs vegetalises,RUE,JEAN BAPTISTE PIGALLE,75009,,,,Non,,3,
11690,JARDINIERE DE LA PLACE ADOLPHE MAX,D?corations sur la voie publique,Jardiniere,PLACE,ADOLPHE MAX,75009,474,474,474,Non,355.8230772,10,
111,SQUARE D'ANVERS,Promenades ouvertes,Square,PLACE D',ANVERS,75009,3842,4610,1638,Oui,352.3978023,1,Non
11340,JARDINIERE DE LA RUE AMBROISE THOMAS,D?corations sur la voie publique,Jardiniere,RUE,AMBROISE THOMAS,75009,15,30,30,Non,19.23309446,1,
11801,JARDINIERES DE LA RUE DES MARTYRS,D?corations sur la voie publique,Jardiniere,RUE DES,MARTYRS,75009,,190,190,Non,,15,
112,SQUARE ALEX BISCARRE,Promenades ouvertes,Square,RUE,NOTRE DAME DE LORETTE,75009,1446,1180,558,Oui,198.8196967,1,Non
11695,JARDINIERE VERTICALE DU 3 RUE PIERRE SEMARD,Murs v?g?talis?s,Murs vegetalises,RUE,PIERRE SEMARD,75009,1,,,Non,13.2805761,6,
108,SQUARE BERLIOZ,Promenades ouvertes,Square,PLACE,ADOLPHE MAX,75009,848,802,452,Oui,110.6235628,1,Non
11698,JARDINIERE VERTICALE DU 35 RUE DE PROVENCE,Murs v?g?talis?s,Murs vegetalises,RUE DE,PROVENCE,75009,1,,,Non,6.22552932,2,
10165,JARDIN DE LA BIBLIOTHEQUE THIERS (FONDATION DOSNE),Promenades ouvertes,Jardin,PLACE,SAINT-GEORGES,75009,382,540,540,Oui,122.9285685,1,Non
11804,JARDINIERES DE LA RUE BOURDALOUE,D?corations sur la voie publique,Jardiniere,RUE,BOURDALOUE,75009,41,40,40,Non,,2,
11341,JARDINIERE DE LA PLACE D'ESTIENNE D'ORVES,D?corations sur la voie publique,Jardiniere,PLACE D',ESTIENNE D'ORVES,75009,211,200,200,Non,150.8993438,6,
11400,JARDINIERE VERTICALE DU 5 RUE BERGERE,Murs v?g?talis?s,Murs vegetalises,RUE,BERGERE,75009,0,,,Non,4.25190971,2,
11688,JARDINIERE DE LA RUE MANUEL,D?corations sur la voie publique,Jardiniere,RUE,MANUEL,75009,53,60,60,Non,129.7646157,6,
110,SQUARE D'ESTIENNE D'ORVES,Promenades ouvertes,Square,PLACE D',ESTIENNE D ORVES,75009,3446,3164,615,Oui,246.0939109,1,Non
10296,JARDINIERE DE LA PLACE DU DELTA,D?corations sur la voie publique,Jardiniere,BOULEVARD DE,ROCHECHOUARD,75009,22,25,25,Non,18.77579468,1,
11958,JARDINIERES DE LA RUE PIERRE HARET,D?corations sur la voie publique,Jardiniere,RUE,PIERRE HARET,75009,170,170,170,Non,,5,
11802,JARDINIERES DE LA RUE BLANCHE,D?corations sur la voie publique,Jardiniere,RUE,BLANCHE,75009,47,50,50,Non,,3,
10293,JARDINIERE DU TERRE PLEIN CENTRAL DE L'AVENUE TRUDAINE,D?corations sur la voie publique,Jardiniere,AVENUE,TRUDAINE,75009,863,1006,1006,Non,618.3829797,7,
11689,JARDINIERE DE LA RUE DE BRUXELLES,D?corations sur la voie publique,Jardiniere,RUE DE,BRUXELLES,75009,43,43,43,Non,52.02178553,1,
11893,JARDINIERE VERTICALE DU 12 RUE AMBROISE THOMAS,Murs v?g?talis?s,Murs vegetalises,RUE,AMBROISE THOMAS,75009,4,,,Non,,3,
11697,JARDINIERE VERTICALE DU 32 RUE DE LA TOUR D'AUVERGNE,Murs v?g?talis?s,Murs vegetalises,RUE DE LA,TOUR D'AUVERGNE,75009,0,,,Non,2.4852679,1,
10294,DECORATION DE LA CITE DE TREVISE,D?corations sur la voie publique,Decoration,CITE DE,TREVISE,75009,197,190,190,Non,50.864143,1,
11476,JARDINIERE ANGLE DES RUES PROVENCE - DROUOT,D?corations sur la voie publique,Jardiniere,RUE,DROUOT,75009,112,160,160,Non,93.01532958,1,
11803,JARDINIERE DE LA RUE DE ROCHECHOUART,D?corations sur la voie publique,Jardiniere,RUE DE,ROCHECHOUART,75009,24,80,80,Non,,8,
118,SQUARE DES RECOLLETS,Promenades ouvertes,Square,QUAI DE,VALMY,75010,1705,1450,383,Oui,412.6219919,1,Oui
10963,JARDIN DE LA COUR DE LA FERME SAINT-LAZARE,Promenades ouvertes,Jardin,SQUARE,ALBAN SATRAGNE,75010,1376,1300,858,Oui,163.5135413,1,Non
116,SQUARE ARISTIDE CAVAILLE-COLL,Promenades ouvertes,Square,PLACE,FRANZ LISZT,75010,2590,1980,1056,Oui,264.3608072,1,Non
11401,JARDIN PARTAGE DU JARDIN VILLEMIN,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DES,RECOLLETS,75010,357,300,300,Oui,68.43428992,1,Non
11982,JARDINIERE VERTICALE DU 145 RUE DU FAUBOURG SAINT-MARTIN,Murs v?g?talis?s,Murs vegetalises,RUE DU,FAUBOURG SAINT MARTIN,75010,,,,Non,,16,
119,SQUARE FREDERIC LEMAITRE,Promenades ouvertes,Square,QUAI DE,JEMMAPES,75010,2225,2200,1392,Oui,506.7683236,1,Non
853,JARDINET DE LA RUE CAIL,Jardinets d?coratifs,Jardinet,RUE,CAIL,75010,23,25,25,Oui,19.27198332,1,Non
10994,JARDINIERES DU PARVIS DU SQUARE ALBAN SATRAGNE,D?corations sur la voie publique,Jardiniere,RUE DU,FAUBOURG SAINT-DENIS,75010,616,640,640,Non,164.5148043,3,
11136,JARDINIERE VERTICALE DU 11 IMPASSE BOUTRON,Murs v?g?talis?s,Murs vegetalises,IMPASSE,BOUTRON,75010,3,,,Non,23.87133437,4,
11921,JARDIN PARTAGE DU 6 RUE LOUIS BLANC,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,LOUIS BLANC,75010,159,150,150,Non,,1,
849,JARDINET DE LA PLACE RAOUL FOLLEREAU,Jardinets d?coratifs,Jardinet,PLACE,RAOUL FOLLEREAU,75010,981,1000,1000,Oui,489.8709444,1,Non
124,SQUARE MADELEINE TRIBOLATI,Promenades ouvertes,Square,RUE,MONSEIGNEUR RODHAIN,75010,1017,1000,341,Oui,138.8760562,1,Non
855,JARDINET DE LA STATUE DE LA MATERNITE,Jardinets d?coratifs,Jardinet,PLACE,DULCIE SEPTEMBER,75010,9,7,7,Oui,11.90415671,1,Non
